usuario_id;ip_usuario;fecha_envio;genero;edad;provincia;ciudad;tipo_colegio;colegio_actua;ubicacion_estudios;tipo_institucion;factores_carrera;perspectivas_carrera;interes_ia;interes_cc;interes_sw;interes_ti;interes_et;interes_ii;interes_ar;conocimiento_ia;conocimiento_cc;conocimiento_sw;conocimiento_ti;conocimiento_et;conocimiento_ii;conocimiento_ar;seleccion_carrera;otra_carrera
882ed1b984e885a60f4266d3dded19a7;181.196.104.10;14/03/2024 09:33;Masculino;17;Tungurahua;Ambato;Fiscal;mario cobo barona;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;De acuerdo;Estoy muy interesado;Poco interesado;No estoy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;No tengo conocimiento;He oido del tema;He oido del tema;Tengo conocimientos básicos;No tengo conocimiento;Tengo conocimientos básicos;Conozco algo;Tecnologías de la Información;NULL
447dac0c66ac33142a613e25f2c9ecca;186.42.120.206;14/03/2024 09:33;Masculino;18;Tungurahua;Ambato;NULL;Mario Cobo Barona;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;De acuerdo;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Tengo conocimientos básicos;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Tecnologías de la Información;NULL
aac708d54a742d76ec819ec6984cd85f;181.196.104.10;14/03/2024 09:34;Masculino;17;Tungurahua;Ambato;Fiscal;MARIO COBO BARONA ;Aún no lo he decidido;Exterior (fuera del país);Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado,Flexibilidad y posibilidad de trabajo remoto;Neutral;Estoy muy interesado;Estoy interesado;Neutral;Neutral;Estoy muy interesado;Neutral;Estoy muy interesado;Tengo conocimientos básicos;Conozco algo;He oido del tema;Tengo conocimientos básicos;Conozco algo;Conozco algo;Tengo conocimientos básicos;Ciencia de Datos e Inteligencia Artificial,Electrónica y Telecomunicaciones,Automatización y Robótica;NULL
5d187b0298c478a30bb5830ab3122cb4;181.196.104.10;14/03/2024 09:34;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;Mario Cobo Barona ;En un Instituto Técnico/Tecnológico Superior;Exterior (fuera del país);Oportunidades laborales y demanda en el mercado,Habilidades e interés personal en el tema;Totalmente de acuerdo;Estoy muy interesado;Estoy interesado;Estoy muy interesado;Neutral;Neutral;Estoy interesado;Estoy muy interesado;Tengo conocimientos básicos;Conozco algo;Conozco algo;Tengo un conocimiento Solido;He oido del tema;Tengo conocimientos básicos;Tengo un conocimiento Solido;Automatización y Robótica;NULL
aa5ac22c4039a787cd704a337ce9b6e4;186.42.120.206;14/03/2024 09:35;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;Mario Cobo Barona;En un Instituto Técnico/Tecnológico Superior;Privada;Oportunidades laborales y demanda en el mercado,Flexibilidad y posibilidad de trabajo remoto,Habilidades e interés personal en el tema;De acuerdo;Poco interesado;Poco interesado;Poco interesado;Neutral;Poco interesado;No estoy interesado;No estoy interesado;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo conocimientos básicos;Conozco algo;Tengo conocimientos básicos;Conozco algo;He oido del tema;Ciencia de Datos e Inteligencia Artificial,Ciencias de la Computación,Tecnologías de la Información,Electrónica y Telecomunicaciones,Ingeniería Industrial;criminologia/criminalistica
0c779f8093cb094ca50bc207b10d8ca6;181.196.104.10;14/03/2024 09:36;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;"U.E ""MARIO COBO BARONA""";En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;De acuerdo;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy interesado;Neutral;Neutral;Conozco algo;Conozco algo;Conozco algo;Conozco algo;He oido del tema;He oido del tema;He oido del tema;Ciencia de Datos e Inteligencia Artificial;NULL
971bad959363ab53c26c4edb9fdfb00c;181.196.104.10;14/03/2024 09:36;Masculino;17;Tungurahua;Ambato;Fiscal;U.E Mario Cobo Barona;En una Universidad y/o Escuela Politécnica;Exterior (fuera del país);Oportunidades laborales y demanda en el mercado,Habilidades e interés personal en el tema,Flexibilidad y posibilidad de trabajo remoto;De acuerdo;Estoy interesado;Estoy interesado;Neutral;Neutral;Estoy interesado;Neutral;Estoy muy interesado;Conozco algo;Conozco algo;Conozco algo;Tengo conocimientos básicos;Tengo conocimientos básicos;Conozco algo;Tengo un conocimiento Solido;Automatización y Robótica,Ingeniería Industrial;NULL
17e1099093d1eba864489a6407dee37e;181.196.104.10;14/03/2024 09:36;Masculino;17;Tungurahua;Ambato;Fiscal;U.E Mario Cobo Barona;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;De acuerdo;Estoy interesado;Estoy interesado;Estoy interesado;Estoy interesado;Estoy muy interesado;Estoy interesado;Estoy muy interesado;Tengo conocimientos básicos;Tengo conocimientos básicos;Tengo conocimientos básicos;Tengo conocimientos básicos;Tengo un conocimiento Solido;Conozco algo;Tengo conocimientos básicos;Automatización y Robótica;robotica
6e0188176abce46b43813165080bced8;181.196.104.10;14/03/2024 09:37;Masculino;16 o menos;Tungurahua;NULL;Fiscal;mario cobo barona;En una Universidad y/o Escuela Politécnica;Exterior (fuera del país);Oportunidades laborales y demanda en el mercado,Habilidades e interés personal en el tema,Flexibilidad y posibilidad de trabajo remoto;Totalmente de acuerdo;Estoy muy interesado;Estoy interesado;Neutral;Estoy interesado;Neutral;Neutral;Estoy muy interesado;No tengo conocimiento;Conozco algo;He oido del tema;He oido del tema;Conozco algo;He oido del tema;No tengo conocimiento;Ciencia de Datos e Inteligencia Artificial,Automatización y Robótica,Electrónica y Telecomunicaciones,Software,Ciencias de la Computación;NULL
92835a0073d5e0232ac8ec8340da2f6a;181.196.104.10;14/03/2024 09:37;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;Mario Cobo Barona;En un Instituto Técnico/Tecnológico Superior;Pública;Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;Estoy muy interesado;Estoy muy interesado;Estoy interesado;Estoy interesado;Estoy interesado;Estoy muy interesado;Estoy muy interesado;Tengo un conocimiento Solido;Conozco algo;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo conocimientos básicos;Tengo un conocimiento Solido;Software,Ingeniería Industrial,Electrónica y Telecomunicaciones,Tecnologías de la Información,Automatización y Robótica;diseño de paginas web
29991b2d6917bed703c8f2a5a68bbd45;190.63.121.152;14/03/2024 11:06;Femenino;17;Tungurahua;Ambato;Fiscal;Ambato;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;Totalmente de acuerdo;No estoy interesado;No estoy interesado;No estoy interesado;Poco interesado;Poco interesado;Neutral;Neutral;No tengo conocimiento;Tengo un conocimiento Solido;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Ingeniería Industrial;Arquitectura 
935036f1e61178a828b51a129fd5ce40;190.63.113.17;14/03/2024 11:10;Masculino;17;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;NULL;Pública;Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy interesado;Neutral;Estoy muy interesado;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo conocimientos básicos;Conozco algo;Tengo un conocimiento Solido;Electrónica y Telecomunicaciones;NULL
7f7e84b85795facf1647899a56c45e57;190.63.121.152;14/03/2024 11:10;Femenino;17;Tungurahua;NULL;Fiscal;Unidad Educativa Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema,Flexibilidad y posibilidad de trabajo remoto,Oportunidades laborales y demanda en el mercado;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Estoy interesado;Neutral;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Ingeniería Industrial;Ingeniería civil 
238c55e268af77b943793baf4ff7bf96;186.66.147.227;15/03/2024 15:59;Masculino;17;Tungurahua;Ambato;Fiscal;Ambato;NULL;NULL;Habilidades e interés personal en el tema;Neutral;Poco interesado;Poco interesado;Neutral;Poco interesado;Neutral;Neutral;Neutral;He oido del tema;He oido del tema;NULL;He oido del tema;He oido del tema;He oido del tema;He oido del tema;Electrónica y Telecomunicaciones;NULL
