usuario_id;ip_usuario;fecha_envio;genero;edad;provincia;ciudad;tipo_colegio;colegio_actua;ubicacion_estudios;tipo_institucion;factores_carrera;perspectivas_carrera;interes_ia;interes_cc;interes_sw;interes_ti;interes_et;interes_ii;interes_ar;conocimiento_ia;conocimiento_cc;conocimiento_sw;conocimiento_ti;conocimiento_et;conocimiento_ii;conocimiento_ar;seleccion_carrera;otra_carrera
46ace50e668794e1464bda3ead3c4257;200.7.247.235;06/03/2024 10:37;Otro;16 o menos;Tungurahua;Ambato;Fiscal;"Unidad Educativa ""Ambato""";En una escuela de arte o diseño;Exterior (fuera del país);Oportunidades laborales y demanda en el mercado;Neutral;Estoy muy interesado;Neutral;Estoy interesado;Neutral;Poco interesado;Estoy interesado;Estoy muy interesado;He oido del tema;He oido del tema;Tengo conocimientos básicos;He oido del tema;No tengo conocimiento;He oido del tema;No tengo conocimiento;Automatización y Robótica,Ciencias de la Computación;NULL
8c89999b83fcb9d1f8438479fef9e661;200.7.246.208;06/03/2024 10:37;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;En un Instituto Técnico/Tecnológico Superior;Exterior (fuera del país);Habilidades e interés personal en el tema;Totalmente de acuerdo;NULL;NULL;NULL;NULL;Neutral;Estoy interesado;Estoy muy interesado;Tengo conocimientos básicos;Tengo conocimientos básicos;Tengo un conocimiento Solido;Tengo conocimientos básicos;Tengo conocimientos básicos;NULL;Conozco algo;Automatización y Robótica,Software,Ciencia de Datos e Inteligencia Artificial;NULL
d45f880d78f021b2dc9ed85ad4ab6cec;200.7.246.45;06/03/2024 10:37;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;Ambato ;En una Universidad y/o Escuela Politécnica;Exterior (fuera del país);Flexibilidad y posibilidad de trabajo remoto;Totalmente de acuerdo;Estoy muy interesado;Estoy muy interesado;Neutral;Neutral;Estoy muy interesado;Poco interesado;Estoy muy interesado;NULL;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;NULL;Ciencia de Datos e Inteligencia Artificial,Software,Ciencias de la Computación;NULL
02a6645f24cf415e6f08b4898295cbdd;190.63.65.60;06/03/2024 10:38;Masculino;17;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Recomendación de familiares o amigos,Flexibilidad y posibilidad de trabajo remoto;Neutral;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Conozco algo;Tengo un conocimiento Solido;Conozco algo;Conozco algo;Tengo un conocimiento Solido;Conozco algo;Tengo conocimientos básicos;Ciencia de Datos e Inteligencia Artificial,Ciencias de la Computación,Automatización y Robótica,Ingeniería Industrial,Electrónica y Telecomunicaciones,Tecnologías de la Información,Software;NULL
cdeb4b5672ea4febca6a4e87c4cc86bf;200.7.247.247;06/03/2024 10:38;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;NULL;Pública;Oportunidades laborales y demanda en el mercado;De acuerdo;Neutral;Neutral;Neutral;Neutral;Poco interesado;Poco interesado;Neutral;He oido del tema;He oido del tema;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Ciencia de Datos e Inteligencia Artificial,Electrónica y Telecomunicaciones,Automatización y Robótica,Ingeniería Industrial,Tecnologías de la Información,Software,Ciencias de la Computación;Fonoaudióloga 
142eb025b45b1850f2bcf7bb0429500f;200.7.247.237;06/03/2024 10:39;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado,Prestigio de la institución educativa;Totalmente de acuerdo;Neutral;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;He oido del tema;Conozco algo;Conozco algo;Tengo conocimientos básicos;Conozco algo;Tengo conocimientos básicos;NULL;Ciencia de Datos e Inteligencia Artificial,Ciencias de la Computación,Software,Tecnologías de la Información,Electrónica y Telecomunicaciones,Ingeniería Industrial,Automatización y Robótica,Ninguna;Ingeniería en Video juegos 
aab3cd96fb74de4fb93f3df0552b5c31;200.7.247.235;06/03/2024 10:39;Femenino;17;Tungurahua;Ambato;Fiscal;Unidad educativa Ambato ;En una Universidad y/o Escuela Politécnica;NULL;Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;No estoy interesado;Poco interesado;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;NULL;He oido del tema;Conozco algo;Conozco algo;Conozco algo;Conozco algo;He oido del tema;He oido del tema;Ciencias de la Computación,Ingeniería Industrial;NULL
1ccf582c07e2cd5a8e348466df97c165;181.196.104.78;06/03/2024 10:39;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;UNIDAD EDUCATIVA AMBATO ;En una Universidad y/o Escuela Politécnica;Exterior (fuera del país);Oportunidades laborales y demanda en el mercado,Flexibilidad y posibilidad de trabajo remoto,Habilidades e interés personal en el tema;Neutral;Estoy muy interesado;Neutral;Neutral;Estoy interesado;Poco interesado;Estoy interesado;Estoy muy interesado;He oido del tema;He oido del tema;He oido del tema;Conozco algo;Tengo un conocimiento Solido;Conozco algo;Tengo un conocimiento Solido;Ciencia de Datos e Inteligencia Artificial,Automatización y Robótica;MECATRONICA
a84661b1ecd0cc104771dc69db545781;200.7.246.221;06/03/2024 10:40;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;"Unidad Educativa ""Ambato""";En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;Totalmente de acuerdo;Estoy muy interesado;Neutral;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy interesado;Estoy muy interesado;Tengo un conocimiento Solido;Conozco algo;He oido del tema;Conozco algo;Conozco algo;He oido del tema;No tengo conocimiento;Automatización y Robótica;NULL
a7b3f35d2088e75f662109d6fb4b1744;181.196.104.78;06/03/2024 10:40;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;NULL;En un Instituto Técnico/Tecnológico Superior;Pública;Habilidades e interés personal en el tema;De acuerdo;Neutral;Neutral;Estoy interesado;Neutral;Estoy interesado;Neutral;Neutral;He oido del tema;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Tecnologías de la Información;
c7a13e5b73deeecc3334f4bbf85c75c2;181.188.201.195;06/03/2024 10:40;Masculino;16 o menos;Tungurahua;Píllaro;Fiscal;Unidad Educativa Ambato ;En un Instituto Técnico/Tecnológico Superior;Exterior (fuera del país);Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado,Recomendación de familiares o amigos,Prestigio de la institución educativa,Flexibilidad y posibilidad de trabajo remoto;Neutral;Neutral;Estoy interesado;Estoy interesado;NULL;Estoy interesado;NULL;Neutral;Conozco algo;NULL;No tengo conocimiento;Conozco algo;No tengo conocimiento;No tengo conocimiento;NULL;Ciencia de Datos e Inteligencia Artificial;NULL
a86cfaf41bcf1ea1485eda99743b8633;181.196.104.78;06/03/2024 10:41;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;Aún no lo he decidido;Privada;Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado;De acuerdo;Neutral;Estoy interesado;Neutral;Estoy interesado;Estoy interesado;Estoy interesado;Estoy interesado;He oido del tema;Conozco algo;Tengo conocimientos básicos;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Ciencias de la Computación,Tecnologías de la Información,Electrónica y Telecomunicaciones;NULL
8b3cd09b4a79ed27c9b966585e94158c;181.196.104.78;06/03/2024 10:41;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad. Educativa. Ambato;En una Universidad y/o Escuela Politécnica;Exterior (fuera del país);Habilidades e interés personal en el tema;De acuerdo;Poco interesado;Estoy interesado;Poco interesado;Neutral;Poco interesado;No estoy interesado;No estoy interesado;He oido del tema;Tengo conocimientos básicos;Conozco algo;Conozco algo;He oido del tema;No tengo conocimiento;No tengo conocimiento;Ciencia de Datos e Inteligencia Artificial,Tecnologías de la Información;NULL
ae33e13b0c7635f7af564a905fc51039;190.63.65.60;06/03/2024 10:41;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;En un Instituto Técnico/Tecnológico Superior;Pública;Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;NULL;NULL;NULL;NULL;Neutral;Poco interesado;NULL;NULL;NULL;NULL;He oido del tema;NULL;NULL;NULL;Software;NULL
6d07bcfabbf17b4317931c2f9e921457;181.196.104.78;06/03/2024 10:41;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;"UNIDAD EDUCATIVA ""AMBATO""";En una Universidad y/o Escuela Politécnica;Exterior (fuera del país);Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;Estoy interesado;Estoy interesado;Estoy muy interesado;Estoy muy interesado;Estoy interesado;Neutral;Estoy interesado;Conozco algo;Conozco algo;Tengo conocimientos básicos;Conozco algo;Tengo conocimientos básicos;He oido del tema;He oido del tema;Software,Electrónica y Telecomunicaciones,Ciencia de Datos e Inteligencia Artificial;NULL
dc9cd280fb2536c33c72efb39eb86573;181.196.104.78;06/03/2024 10:43;Masculino;17;Tungurahua;Ambato;Fiscal;unidad educativa ambato ;En un Instituto Militar y/o Policial;Pública;Habilidades e interés personal en el tema;De acuerdo;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;No tengo conocimiento;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Automatización y Robótica;vgrhdg
ecb28b04bed37443ba6db53d89dc86fb;181.196.104.78;06/03/2024 10:43;Prefiero no decirlo;17;Tungurahua;Ambato;NULL;AMBATO;NULL;NULL;Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado,Flexibilidad y posibilidad de trabajo remoto;De acuerdo;Estoy interesado;Neutral;Neutral;Estoy interesado;Estoy interesado;Neutral;Estoy interesado;Conozco algo;Conozco algo;Conozco algo;Conozco algo;He oido del tema;Conozco algo;Conozco algo;Tecnologías de la Información,Software,Automatización y Robótica;NULL
d4475b09ad114e223b0060b113bd074c;200.7.246.208;06/03/2024 10:44;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa ambato;En un Instituto Técnico/Tecnológico Superior;Exterior (fuera del país);Habilidades e interés personal en el tema;Totalmente de acuerdo;No estoy interesado;Poco interesado;Neutral;Estoy interesado;No estoy interesado;No estoy interesado;Estoy muy interesado;Tengo conocimientos básicos;Conozco algo;Tengo conocimientos básicos;Conozco algo;No tengo conocimiento;No tengo conocimiento;Tengo un conocimiento Solido;Automatización y Robótica;NULL
6af4c247cf801d6e511d43436457a0a2;190.63.116.164;06/03/2024 10:44;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;NULL;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;Totalmente de acuerdo;Estoy interesado;Estoy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;No estoy interesado;Estoy muy interesado;Tengo un conocimiento Solido;Tengo conocimientos básicos;Tengo un conocimiento Solido;Tengo conocimientos básicos;Conozco algo;No tengo conocimiento;Tengo un conocimiento Solido;Automatización y Robótica;NULL
f2408a9071f11b9dfd02ca6644fddfe2;200.7.247.235;06/03/2024 10:44;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad educativa Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Oportunidades laborales y demanda en el mercado;Neutral;Neutral;Neutral;Poco interesado;Poco interesado;Neutral;Poco interesado;Neutral;No tengo conocimiento;Tengo conocimientos básicos;No tengo conocimiento;Conozco algo;He oido del tema;No tengo conocimiento;No tengo conocimiento;Tecnologías de la Información;NULL
76b74363ee204b85653fda06e4c2abd4;181.196.104.78;06/03/2024 10:44;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;"Unidad Educativa ""Ambato""";En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado;Neutral;Estoy interesado;Estoy interesado;Poco interesado;Neutral;Neutral;Neutral;Estoy muy interesado;Conozco algo;Conozco algo;Tengo conocimientos básicos;Tengo conocimientos básicos;Tengo conocimientos básicos;He oido del tema;Conozco algo;Automatización y Robótica,Ciencia de Datos e Inteligencia Artificial;NULL
1fd01de4484237a023a3c3e1399eaadd;181.196.104.78;06/03/2024 10:45;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;"UNIDAD EDUCATIVA ""AMBATO""";En un Instituto Técnico/Tecnológico Superior;Exterior (fuera del país);Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;Estoy interesado;Estoy interesado;Estoy interesado;Estoy interesado;Estoy muy interesado;Estoy interesado;Estoy muy interesado;No tengo conocimiento;Conozco algo;Conozco algo;He oido del tema;He oido del tema;No tengo conocimiento;Conozco algo;Automatización y Robótica;NULL
91db83ce8d494639ea32d768d30757b7;190.63.116.164;06/03/2024 10:45;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato;En una escuela de arte o diseño;Pública;Habilidades e interés personal en el tema,Flexibilidad y posibilidad de trabajo remoto;Totalmente de acuerdo;Estoy interesado;Estoy interesado;Neutral;Neutral;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Tengo un conocimiento Solido;Tengo conocimientos básicos;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Conozco algo;Ciencia de Datos e Inteligencia Artificial,Tecnologías de la Información,Automatización y Robótica;NULL
5cf1bc6e908c542db556b2fda4d67fb9;181.196.104.78;06/03/2024 10:45;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;"Unidad Educativa ""Ambato""";En una Universidad y/o Escuela Politécnica;Exterior (fuera del país);Habilidades e interés personal en el tema,Flexibilidad y posibilidad de trabajo remoto;De acuerdo;Estoy interesado;Neutral;Estoy interesado;Estoy muy interesado;Neutral;Poco interesado;Estoy interesado;Tengo conocimientos básicos;Tengo conocimientos básicos;Conozco algo;Conozco algo;He oido del tema;He oido del tema;Conozco algo;Ciencia de Datos e Inteligencia Artificial;NULL
2c2cd5f1cad76bfaf1224f92297c2acd;181.196.104.78;06/03/2024 10:45;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
f7dbe9907e2c4fcad0f0703f19d2b392;200.7.246.221;06/03/2024 10:46;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;Aún no lo he decidido;Exterior (fuera del país);Habilidades e interés personal en el tema;Neutral;No estoy interesado;Neutral;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;No tengo conocimiento;He oido del tema;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;Ninguna;Hotelería y turismo
0b95f4591dc4f3c1b470ba799d45f916;181.196.104.78;06/03/2024 10:46;Masculino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato;En una Universidad y/o Escuela Politécnica;Exterior (fuera del país);Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado,Prestigio de la institución educativa,Flexibilidad y posibilidad de trabajo remoto;De acuerdo;Estoy interesado;No estoy interesado;Estoy muy interesado;Neutral;Poco interesado;No estoy interesado;Poco interesado;He oido del tema;Tengo conocimientos básicos;Tengo conocimientos básicos;Conozco algo;No tengo conocimiento;No tengo conocimiento;He oido del tema;Software,Ingeniería Industrial,Tecnologías de la Información;NULL
dd3266a19c0ae27677963fce492fff9d;181.196.104.78;06/03/2024 10:47;Femenino;17;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato;Aún no lo he decidido;Exterior (fuera del país);Habilidades e interés personal en el tema;De acuerdo;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;Poco interesado;Poco interesado;Neutral;No tengo conocimiento;He oido del tema;He oido del tema;He oido del tema;He oido del tema;No tengo conocimiento;No tengo conocimiento;Electrónica y Telecomunicaciones;NULL
e225a4fdef464a6a7525334cc233a168;181.196.104.78;06/03/2024 10:49;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato;Aún no lo he decidido;Exterior (fuera del país);Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado,Flexibilidad y posibilidad de trabajo remoto;De acuerdo;Estoy interesado;Neutral;Neutral;Neutral;Poco interesado;No estoy interesado;Poco interesado;He oido del tema;Tengo conocimientos básicos;He oido del tema;He oido del tema;He oido del tema;No tengo conocimiento;No tengo conocimiento;Ciencia de Datos e Inteligencia Artificial,Software,Automatización y Robótica;NULL
de1b13b3954014d32be143adf081f094;181.196.104.78;06/03/2024 10:49;Femenino;16 o menos;Tungurahua;Ambato;Fiscal;UNIDAD EDUCATIVA AMBATO ;En un Instituto Militar y/o Policial;Pública;Recomendación de familiares o amigos;De acuerdo;Estoy interesado;Estoy muy interesado;Poco interesado;Estoy interesado;Poco interesado;Poco interesado;Neutral;Tengo conocimientos básicos;Tengo un conocimiento Solido;Tengo conocimientos básicos;Tengo conocimientos básicos;Tengo conocimientos básicos;Tengo conocimientos básicos;Tengo conocimientos básicos;Ciencias de la Computación;MARKETING
9bea58c0e040c71aa0f625dde834e128;181.196.104.78;06/03/2024 10:49;NULL;NULL;NULL;NULL;NULL;NULL;Aún no lo he decidido;NULL;Habilidades e interés personal en el tema;Neutral;Neutral;Poco interesado;No estoy interesado;No estoy interesado;Poco interesado;No estoy interesado;Estoy interesado;Conozco algo;He oido del tema;No tengo conocimiento;No tengo conocimiento;He oido del tema;No tengo conocimiento;Tengo conocimientos básicos;Automatización y Robótica;NULL
d0922860dd8dfea44326401e1bd90a0e;190.63.126.24;06/03/2024 11:11;Femenino;17;Tungurahua;Ambato;Fiscal;Unidad educativa Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;NULL;No estoy interesado;NULL;NULL;NULL;No estoy interesado;NULL;NULL;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;No tengo conocimiento;Ninguna;Medicina 
e8166bbdb7946bac1ed61cbf6f514c90;200.7.246.163;06/03/2024 11:13;Masculino;17;Tungurahua;Pelileo;Fiscal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
936517cd78f63cfb9ac7a120abf2678a;200.7.246.1;06/03/2024 11:16;Masculino;18;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;En un Instituto Técnico/Tecnológico Superior;Pública;Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;Estoy interesado;Estoy muy interesado;Neutral;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Neutral;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Conozco algo;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Conozco algo;Automatización y Robótica;NULL
833bd5bb3211d0c2a0912dba016874d1;200.7.246.232;06/03/2024 11:16;Masculino;18;Tungurahua;Ambato;Fiscal;"Unidad Educativa ""Guayaquil""";En un Instituto Militar y/o Policial;Pública;Oportunidades laborales y demanda en el mercado,Flexibilidad y posibilidad de trabajo remoto,Habilidades e interés personal en el tema;Neutral;Estoy muy interesado;Neutral;Neutral;Neutral;Estoy muy interesado;Estoy interesado;Estoy muy interesado;Tengo un conocimiento Solido;Conozco algo;Conozco algo;NULL;NULL;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Ciencia de Datos e Inteligencia Artificial,Electrónica y Telecomunicaciones,Ingeniería Industrial,Automatización y Robótica,Software;NULL
b2dfeca336520b84c9bba3ef38827c95;200.7.246.163;06/03/2024 11:16;Masculino;17;Tungurahua;Pelileo;Fiscal;Unidad educativa Guayaquil ;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;De acuerdo;Poco interesado;Neutral;Estoy interesado;Estoy interesado;Estoy interesado;Estoy interesado;Estoy interesado;Tengo un conocimiento Solido;NULL;Tengo un conocimiento Solido;Conozco algo;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Conozco algo;Electrónica y Telecomunicaciones;NULL
c0b2b6086347e2390851c97b14f16f3d;181.188.200.193;06/03/2024 11:17;Masculino;19;Tungurahua;Ambato;Fiscal;Unidad educativa Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;No estoy interesado;Tengo un conocimiento Solido;Tengo conocimientos básicos;Tengo un conocimiento Solido;Conozco algo;Conozco algo;Tengo conocimientos básicos;He oido del tema;Ciencias de la Computación,Ingeniería Industrial;NULL
4974d098ba78ae5c443872c6a106af42;190.63.113.177;06/03/2024 11:17;Masculino;17;Tungurahua;Ambato;Fiscal;"Unidad Educativa ""Ambato""";En una escuela de arte o diseño;Exterior (fuera del país);Habilidades e interés personal en el tema,Prestigio de la institución educativa;Neutral;No estoy interesado;Poco interesado;No estoy interesado;Poco interesado;Neutral;Poco interesado;No estoy interesado;Tengo conocimientos básicos;Tengo conocimientos básicos;Conozco algo;Conozco algo;Conozco algo;He oido del tema;He oido del tema;Ninguna;Diseño Gráfico 
de4dcf84b10eb1760faaaf75ec6d8ee8;181.188.200.193;06/03/2024 11:17;Femenino;17;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema,Prestigio de la institución educativa;De acuerdo;NULL;NULL;NULL;Estoy muy interesado;NULL;NULL;NULL;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo conocimientos básicos;Tengo un conocimiento Solido;Tengo conocimientos básicos;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tecnologías de la Información;NULL
8c25e79e52580be549de2c9b09954738;181.196.104.78;06/03/2024 11:18;Femenino;17;Tungurahua;Ambato;Fiscal;unidad educativa ambato;En un Instituto Técnico/Tecnológico Superior;Pública;Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;NULL;NULL;NULL;No estoy interesado;NULL;NULL;NULL;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;No tengo conocimiento;Tengo un conocimiento Solido;NULL;Ciencia de Datos e Inteligencia Artificial;NULL
ef1d00b07f1de99fb72b6da7b4c89b4e;190.63.113.177;06/03/2024 11:19;Femenino;17;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;Aún no lo he decidido;Pública;Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado,Flexibilidad y posibilidad de trabajo remoto;De acuerdo;Neutral;Estoy interesado;Estoy muy interesado;Poco interesado;No estoy interesado;No estoy interesado;Estoy interesado;No tengo conocimiento;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Conozco algo;No tengo conocimiento;No tengo conocimiento;Tengo conocimientos básicos;Software;NULL
16e95863ad7b7b12ac8ecd1fbf8edc76;181.188.200.193;06/03/2024 11:19;Femenino;18;Tungurahua;Ambato;Fiscal;Ambato;Aún no lo he decidido;Pública;Habilidades e interés personal en el tema,Flexibilidad y posibilidad de trabajo remoto;Totalmente de acuerdo;NULL;NULL;NULL;NULL;No estoy interesado;No estoy interesado;Estoy muy interesado;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Tengo un conocimiento Solido;Conozco algo;No tengo conocimiento;Tengo un conocimiento Solido;Ciencia de Datos e Inteligencia Artificial,Software;NULL
b0b25d064230b05bce239023a7dfa009;190.63.65.4;06/03/2024 11:20;Femenino;17;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato ;En una escuela de arte o diseño;Exterior (fuera del país);Prestigio de la institución educativa,Habilidades e interés personal en el tema;Totalmente de acuerdo;Estoy muy interesado;Estoy interesado;Estoy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Conozco algo;Conozco algo;Conozco algo;NULL;Conozco algo;No tengo conocimiento;He oido del tema;Ninguna;Artes audiovisuales 
0bea0ac3de0fa072e5b8a4d4974f40d8;181.196.104.78;06/03/2024 11:22;Femenino;17;Tungurahua;Ambato;Fiscal;"Unidad Educativa ""Ambato""";En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema;Neutral;No estoy interesado;Poco interesado;No estoy interesado;Poco interesado;No estoy interesado;Neutral;Estoy muy interesado;No tengo conocimiento;He oido del tema;No tengo conocimiento;He oido del tema;Tengo un conocimiento Solido;He oido del tema;No tengo conocimiento;Ciencia de Datos e Inteligencia Artificial;NULL
0ae1f3713f39f46853b10d96be0911f7;181.196.104.78;06/03/2024 11:22;Masculino;18;Tungurahua;Ambato;Fiscal;Unidad Educativa Ambato;Aún no lo he decidido;Pública;Habilidades e interés personal en el tema,Recomendación de familiares o amigos,Flexibilidad y posibilidad de trabajo remoto;NULL;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;NULL;NULL;Tengo un conocimiento Solido;He oido del tema;Tengo conocimientos básicos;NULL;Tengo un conocimiento Solido;NULL;NULL
6e93a8f9c24f7106a9f46288a5154479;190.63.65.4;06/03/2024 11:24;Femenino;17;Tungurahua;Ambato;Fiscal;Unidad educativa Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Oportunidades laborales y demanda en el mercado,Habilidades e interés personal en el tema;De acuerdo;Estoy muy interesado;Estoy muy interesado;Neutral;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy interesado;Conozco algo;Tengo un conocimiento Solido;Conozco algo;Tengo un conocimiento Solido;Conozco algo;He oido del tema;Conozco algo;Ciencia de Datos e Inteligencia Artificial,Ingeniería Industrial,Automatización y Robótica,Tecnologías de la Información;NULL
f894d2f1d0ad9275615764e6ff31f6b1;190.63.113.177;06/03/2024 11:25;Masculino;17;Tungurahua;Ambato;Fiscal;Ambato ;En un Instituto Militar y/o Policial;Exterior (fuera del país);Oportunidades laborales y demanda en el mercado,Habilidades e interés personal en el tema,Prestigio de la institución educativa;Neutral;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;Estoy muy interesado;NULL;No estoy interesado;NULL;Conozco algo;Tengo un conocimiento Solido;Tengo conocimientos básicos;Tengo conocimientos básicos;Conozco algo;Conozco algo;Conozco algo;Ciencias de la Computación;NULL
cd68ae218f90e6807f829c8d2d1c95a9;190.63.65.4;06/03/2024 11:25;Masculino;17;Tungurahua;Ambato;Fiscal;Ambato ;En una Universidad y/o Escuela Politécnica;Pública;Habilidades e interés personal en el tema,Oportunidades laborales y demanda en el mercado;Totalmente de acuerdo;Estoy muy interesado;Poco interesado;Poco interesado;Neutral;Poco interesado;Estoy muy interesado;Estoy muy interesado;Conozco algo;He oido del tema;Conozco algo;He oido del tema;Conozco algo;NULL;Conozco algo;Ciencia de Datos e Inteligencia Artificial,Electrónica y Telecomunicaciones,Automatización y Robótica;Ingeniería automotriz 
