genero;edad;provincia;ciudad;tipo_colegio;colegio_actua;ubicacion_estudios;tipo_institucion;factor_carrera;perspectivas_carrera;interes_ia;interes_cc;interes_sw;interes_ti;interes_et;interes_ii;interes_ar;conocimiento_ia;conocimiento_cc;conocimiento_sw;conocimiento_ti;conocimiento_et;conocimiento_ii;conocimiento_ar;carrera
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA ESCUELA DE ARTE O DISEÑO;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;NEUTRAL;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;POCO INTERESADO;NO ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;NINGUNA
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA ESCUELA DE ARTE O DISEÑO;EXTERIOR (FUERA DEL PAÍS);PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;NEUTRAL;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;POCO INTERESADO;NO ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;NINGUNA
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA ESCUELA DE ARTE O DISEÑO;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;NEUTRAL;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;POCO INTERESADO;NO ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;DISEÑO GRAFICO
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA ESCUELA DE ARTE O DISEÑO;EXTERIOR (FUERA DEL PAÍS);PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;NEUTRAL;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;POCO INTERESADO;NO ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;DISEÑO GRAFICO
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY INTERESADO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;NO TENGO CONOCIMIENTO;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA DE SOFTWARE
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY INTERESADO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;NO TENGO CONOCIMIENTO;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA DE SOFTWARE
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY INTERESADO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;NO TENGO CONOCIMIENTO;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA DE SOFTWARE
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY INTERESADO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;NO TENGO CONOCIMIENTO;TENGO CONOCIMIENTOS BÁSICOS;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY INTERESADO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;NO TENGO CONOCIMIENTO;TENGO CONOCIMIENTOS BÁSICOS;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY INTERESADO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;NO TENGO CONOCIMIENTO;TENGO CONOCIMIENTOS BÁSICOS;FISIOTERAPIA
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA DE SOFTWARE
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA DE SOFTWARE
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA ESCUELA DE ARTE O DISEÑO;EXTERIOR (FUERA DEL PAÍS);PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;HE OIDO DEL TEMA;NINGUNA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA ESCUELA DE ARTE O DISEÑO;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;HE OIDO DEL TEMA;NINGUNA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA ESCUELA DE ARTE O DISEÑO;EXTERIOR (FUERA DEL PAÍS);PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;HE OIDO DEL TEMA;ARTE Y DISEÑO
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA ESCUELA DE ARTE O DISEÑO;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;NO TENGO CONOCIMIENTO;HE OIDO DEL TEMA;ARTE Y DISEÑO
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;NEUTRAL;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;NO TENGO CONOCIMIENTO;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;HE OIDO DEL TEMA;TENGO UN CONOCIMIENTO SOLIDO;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;NEUTRAL;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;NO TENGO CONOCIMIENTO;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;HE OIDO DEL TEMA;TENGO UN CONOCIMIENTO SOLIDO;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;FISIOTERAPIA
MASCULINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;HE OIDO DEL TEMA;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;NINGUNA
MASCULINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;RECOMENDACIÓN DE FAMILIARES O AMIGOS;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;HE OIDO DEL TEMA;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;NINGUNA
MASCULINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;HE OIDO DEL TEMA;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;NINGUNA
MASCULINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;HE OIDO DEL TEMA;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
MASCULINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;RECOMENDACIÓN DE FAMILIARES O AMIGOS;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;HE OIDO DEL TEMA;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
MASCULINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;HE OIDO DEL TEMA;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
