genero;edad;provincia;ciudad;tipo_colegio;colegio_actua;ubicacion_estudios;tipo_institucion;factor_carrera;perspectivas_carrera;interes_ia;interes_cc;interes_sw;interes_ti;interes_et;interes_ii;interes_ar;conocimiento_ia;conocimiento_cc;conocimiento_sw;conocimiento_ti;conocimiento_et;conocimiento_ii;conocimiento_ar;carrera
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA INDUSTRIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA INDUSTRIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA INDUSTRIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;POCO INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;FISIOTERAPIA
FEMENINO;16 O MENOS;COTOPAXI;LATACUNGA;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;NO TENGO CONOCIMIENTO;NINGUNA
FEMENINO;16 O MENOS;COTOPAXI;LATACUNGA;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;NO TENGO CONOCIMIENTO;NINGUNA
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;INGENIERÍA INDUSTRIAL
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;FISIOTERAPIA
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;HE OIDO DEL TEMA;HE OIDO DEL TEMA;ELECTRÓNICA Y TELECOMUNICACIONES
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;HE OIDO DEL TEMA;HE OIDO DEL TEMA;INGENIERÍA MECÁNICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;ARQUITECTURA
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;PRIVADA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;ESTOY INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;NEUTRAL;POCO INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;PRIVADA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;ESTOY INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;NEUTRAL;POCO INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;ADMINISTRACIÓN DE EMPRESAS
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;ELECTRÓNICA Y TELECOMUNICACIONES
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;CIENCIAS DE LA COMPUTACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;FISIOTERAPIA
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;NEUTRAL;POCO INTERESADO;NEUTRAL;POCO INTERESADO;NEUTRAL;NO ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;CONOZCO ALGO;HE OIDO DEL TEMA;AUTOMATIZACIÓN Y ROBÓTICA
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;NEUTRAL;POCO INTERESADO;NEUTRAL;POCO INTERESADO;NEUTRAL;NO ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;CONOZCO ALGO;HE OIDO DEL TEMA;AUTOMATIZACIÓN Y ROBÓTICA
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;NEUTRAL;POCO INTERESADO;NEUTRAL;POCO INTERESADO;NEUTRAL;NO ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;CONOZCO ALGO;HE OIDO DEL TEMA;FISIOTERAPIA
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;NEUTRAL;POCO INTERESADO;NEUTRAL;POCO INTERESADO;NEUTRAL;NO ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;CONOZCO ALGO;HE OIDO DEL TEMA;FISIOTERAPIA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;EXTERIOR (FUERA DEL PAÍS);RECOMENDACIÓN DE FAMILIARES O AMIGOS;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;NO TENGO CONOCIMIENTO;CONOZCO ALGO;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;EXTERIOR (FUERA DEL PAÍS);RECOMENDACIÓN DE FAMILIARES O AMIGOS;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;NEUTRAL;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;NO TENGO CONOCIMIENTO;CONOZCO ALGO;CONOZCO ALGO;FISIOTERAPIA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;INGENIERÍA DE SOFTWARE
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;INGENIERÍA DE SOFTWARE
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;INGENIERÍA DE SOFTWARE
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CIENCIAS DE LA COMPUTACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CIENCIAS DE LA COMPUTACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CIENCIAS DE LA COMPUTACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;ELECTRÓNICA Y TELECOMUNICACIONES
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;ESTOY INTERESADO;NEUTRAL;NO ESTOY INTERESADO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;ELECTRÓNICA Y TELECOMUNICACIONES
